numero_dpe;date_etablissement_dpe;etiquette_dpe;etiquette_ges;type_batiment;annee_construction;type_installation_chauffage;hauteur_sous_plafond;surface_habitable_logement;code_postal_ban;code_departement_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;nom_commune_ban;besoin_chauffage
2330E2939570Q;05/09/2023;C;B;appartement;1949;individuel;2.5;43.1;30250;30;787841.7;6298761.55;Sommi̬res;2181.3
2330E3188527X;25/09/2023;C;C;appartement;;individuel;3;55.5;30100;30;786744.63;6336547.06;Al̬s;2161.8
2330E2564036A;28/07/2023;D;D;maison;;;2.5;68.1;30000;30;808914.24;6307363.32;N̨mes;6406.3
2330E2294483P;07/07/2023;C;A;appartement;2010;individuel;2.5;20.6;30230;30;816040.28;6304386.85;Rodilhan;199.3
2330E4252223H;11/12/2023;D;B;maison;;;2.5;78.2;30660;30;794425.57;6291703.55;Gallargues-le-Montueux;8106.4
2330E2830954C;27/08/2023;C;C;maison;;;2.7;480;30160;30;787762.53;6355226.36;Bess̬ges;43424.2
2330E2678119V;08/08/2023;C;A;maison;1970;;2.5;64.5;30510;30;808872.14;6293483.36;G̩n̩rac;6499.2
2330E2953308A;30/08/2023;C;C;appartement;2011;mixte (collectif-individuel);2.5;78.1;30200;30;829070.28;6341308.11;Bagnols-sur-C̬ze;18433
2330E2281952Q;13/06/2023;D;C;appartement;1964;collectif;2.5;88;30900;30;807138.33;6303530.82;N̨mes;8954.3
2330E3482697D;11/10/2023;D;B;appartement;1850;individuel;3.1;50.2;30200;30;829535;6341941.5;Bagnols-sur-C̬ze;3041.4
2330E4277293N;12/12/2023;D;D;maison;1949;;3.1;75.6;30320;30;815892.07;6307745.05;Marguerittes;12649.3
2330E4159342Y;05/12/2023;C;A;maison;;;2.6;37.2;30210;30;818448.0625;6318265;Collias;3390.7
2330E2328308O;04/07/2023;B;B;appartement;1998;individuel;2.5;86;30000;30;809706.59;6303662.9;N̨mes;967
2330E2648449R;04/08/2023;E;C;appartement;;individuel;2.8;48.6;30460;30;768440.8;6327699.57;Lasalle;6568.4
2330E4015667Z;23/11/2023;C;A;appartement;2001;individuel;2.4;43.1;30800;30;814551.73;6287633.88;Saint-Gilles;1935.1
2330E2544735R;27/07/2023;C;C;appartement;1963;individuel;2.5;72.1;30800;30;815594.68;6288104;Saint-Gilles;2126.2
2330E3107410A;19/09/2023;E;B;maison;;;2;42.4;30250;30;783800.96;6301511.73;Asp̬res;5677.5
2330E4136378S;01/12/2023;C;B;maison;;;2.5;59.1;30700;30;810783.61;6326411.63;Montaren-et-Saint-M̩diers;3597.1
2330E2672816W;03/08/2023;C;C;appartement;1961;mixte (collectif-individuel);2.5;55;30200;30;829710.25;6340986.18;Bagnols-sur-C̬ze;323007
2330E2822885T;25/08/2023;C;C;appartement;1900;individuel;3.1;93.1;30000;30;809775.68;6304623.68;N̨mes;4140.1
2330E2898371B;31/08/2023;C;C;appartement;1948;individuel;2.5;94;30300;30;831231.42;6302702.92;Beaucaire;31934.7
2330E3225191B;26/09/2023;C;B;appartement;1994;individuel;2.5;18.2;30000;30;809675.88;6303703.16;N̨mes;359.7
2330E3126833B;07/09/2023;C;B;appartement;1989;mixte (collectif-individuel);2.5;15.6;30900;30;809083.45;6304075.62;N̨mes;783.1
2330E4383663R;19/12/2023;C;A;appartement;;individuel;2.5;51.7;30300;30;831628.72;6302446.16;Beaucaire;3086.4
2330E3646414Y;27/10/2023;C;A;appartement;;individuel;2.4;20.9;30900;30;809083.45;6304075.62;N̨mes;610.6
2330E3318855N;04/10/2023;C;B;appartement;;individuel;2.5;47.3;30130;30;831628.27;6352211.84;Pont-Saint-Esprit;2364
2330E4032052E;26/11/2023;G;G;maison;1973;;2.5;97.9;30480;30;780006.88;6339836.99;Saint-Paul-la-Coste;27133.2
2330E4340418K;15/12/2023;C;A;appartement;1949;individuel;2.8;103.3;30210;30;824680.41;6313673.36;Sernhac;3247.4
2330E3799654U;08/11/2023;D;B;appartement;;individuel;2.5;48;30000;30;809404.85;6304797.44;N̨mes;3108.7
2330E2907751V;21/08/2023;E;B;appartement;1948;individuel;2.4;46.1;30100;30;786406.2;6336085.85;Al̬s;6018.8
2330E3932758E;14/11/2023;C;C;immeuble;1997;individuel;2.4;;30560;30;788886.39;6333853.7;Saint-Hilaire-de-Brethmas;10128.1
2330E4196764G;07/12/2023;E;B;maison;;;3;97.2;30150;30;839246.63;6331919.19;Montfaucon;20093.6
2330E2973061T;07/09/2023;C;C;appartement;1948;mixte (collectif-individuel);2.5;64;30200;30;829782.17;6341566.52;Bagnols-sur-C̬ze;217492.6
2330E4245617F;10/12/2023;D;D;appartement;;individuel;2.5;38.8;30100;30;787363.91;6336633.71;Al̬s;4678
2230E3235823Y;02/05/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;76;30300;30;830781.85;6302849.59;Beaucaire;133193.9
2330E3185204C;25/09/2023;C;A;appartement;2010;individuel;2.5;79;30420;30;796046.76;6299481.72;Calvisson;57404.9
2330E3436264G;29/09/2023;D;D;maison;1948;;2.8;112.5;30500;30;795872.99;6350931.42;Saint-Ambroix;16442.8
2330E2496016W;25/07/2023;C;A;appartement;;individuel;2.5;36.3;30900;30;808833.14;6304718.6;N̨mes;2121.8
2330E3148141P;21/09/2023;D;B;maison;1950;;2.3;81;30000;30;808529.23;6306382.26;N̨mes;12266.2
2330E2230068C;30/06/2023;B;A;appartement;1997;individuel;2.5;78;30900;30;808446.07;6304860.46;N̨mes;648.1
2330E4241844C;10/12/2023;G;C;maison;;;2.8;112;30129;30;820381.47;6304608.47;Redessan;40869.7
2330E2569045R;29/07/2023;C;C;appartement;;collectif;2.5;68;30200;30;829070.39;6341975.76;Bagnols-sur-C̬ze;393762.8
2330E2437542W;20/07/2023;C;A;maison;1984;;2.5;108.9;30900;30;805064.27;6305419.43;N̨mes;9373.8
2330E2732762M;16/08/2023;B;A;maison;2008;;2.5;74.5;30220;30;795807.48;6275923.55;Aigues-Mortes;2002.5
2330E2785550U;22/08/2023;C;C;appartement;1974;collectif;2.5;65.5;30200;30;828911.35;6342125.75;Bagnols-sur-C̬ze;2330.6
2330E3248969P;28/09/2023;D;B;appartement;1900;individuel;2.7;75.7;30620;30;802163.02;6296123.24;Uchaud;8010.1
2330E4343117F;15/12/2023;C;C;maison;1994;;2.5;79.6;30900;30;804870.02;6305930.01;N̨mes;4184.5
2330E2273929B;05/07/2023;E;B;appartement;;individuel;3.1;36;30400;30;843497.38;6321823.31;Villeneuve-l̬s-Avignon;4231.7
2330E2696220A;09/08/2023;E;E;appartement;1974;mixte (collectif-individuel);2.5;51;30200;30;828911.35;6342125.75;Bagnols-sur-C̬ze;166733.1
2330E2828009V;25/08/2023;C;C;maison;;;2.5;82.6;30133;30;840557.67;6319629.26;Les Angles;3977
2330E2889297B;31/08/2023;B;A;appartement;;individuel;2.6;19;30900;30;805955.54;6303241.91;N̨mes;24918.4
2330E3013965Z;11/09/2023;D;D;appartement;1958;individuel;2.6;65.6;30100;30;787266.18;6336767.36;Al̬s;8512.2
2330E2570367N;29/07/2023;C;C;maison;;;2.5;107;30290;30;835564.22;6334633.82;Laudun-l'Ardoise;6355.3
2330E4022521P;24/11/2023;D;B;appartement;1850;individuel;2.6;78.3;30250;30;792618.85;6295842.37;Aubais;6963.9
2330E2569835B;29/07/2023;C;C;maison;2017;;2.5;105.5;30500;30;795604.42;6350678.01;Saint-Ambroix;4690
2330E3426809P;12/10/2023;F;C;appartement;;individuel;3.2;27.2;30900;30;808673.27;6305019.83;N̨mes;5788.4
2330E4316788O;14/12/2023;A;A;appartement;2019;individuel;2.5;101;30900;30;808658.18;6304331.73;N̨mes;1647.1
2330E3624801R;26/10/2023;C;A;appartement;1978;individuel;2.5;21.7;30000;30;810371.11;6305485.45;N̨mes;1343.4
2330E3309091Z;03/10/2023;C;A;appartement;;individuel;2.2;35.7;30340;30;792478.05;6334183.68;M̩jannes-l̬s-Al̬s;1394.5
2330E3148279X;21/09/2023;E;B;appartement;;individuel;2.1;46.6;30250;30;792285.68;6295774.18;Aubais;5621.5
2330E2719453P;12/08/2023;D;B;maison;;;2.5;75;30650;30;837490.68;6318560.58;Saze;8298.6
2330E3949174O;21/11/2023;E;E;maison;1970;;2.5;157.4;30900;30;807792.57;6303869.97;N̨mes;24228.3
2330E3240944Y;28/09/2023;D;D;appartement;;individuel;2.5;72;30900;30;809283.58;6303975.92;N̨mes;8459.3
2330E2490575P;24/07/2023;C;A;maison;;;2.5;74.3;30430;30;807096.38;6348306.45;M̩jannes-le-Clap;6819.8
2330E3323944G;04/10/2023;C;C;appartement;1994;individuel;2.5;68.1;30900;30;805732.21;6306640.03;N̨mes;1081.7
2330E3724663N;02/11/2023;C;A;appartement;;individuel;2.5;34;30700;30;815548.18;6328170.97;Saint-Quentin-la-Poterie;22327.8
2330E2271196Y;05/07/2023;F;F;maison;;;2.6;102.8;30430;30;803339.81;6351802.17;Saint-Jean-de-Maru̩jols-et-Av̩jan;24825.6
2330E2568990O;29/07/2023;C;C;appartement;;collectif;2.5;81;30200;30;829070.39;6341975.76;Bagnols-sur-C̬ze;393762.8
2330E2482532G;24/07/2023;D;B;maison;;;2.5;87.3;30800;30;815500.93;6287130.49;Saint-Gilles;11240.3
2330E4172383N;05/12/2023;C;C;maison;;;2.4;83;30250;30;792339.59;6295906.33;Aubais;9107.5
2330E3743940Y;04/11/2023;A;A;appartement;2020;individuel;2.5;46;30400;30;843759.78;6320827.43;Villeneuve-l̬s-Avignon;45352.3
2330E3621962M;25/10/2023;E;E;appartement;1949;individuel;2.8;34.6;30900;30;808948.36;6305294.83;N̨mes;4636.6
2330E3289565Z;02/10/2023;F;F;appartement;1972;collectif;2.5;74.4;30000;30;811478.66;6305522.35;N̨mes;13538.6
2330E2265188W;05/07/2023;C;A;appartement;;individuel;2.5;16.6;30900;30;806754.03;6304750.77;N̨mes;313.9
2330E2575348C;31/07/2023;B;A;appartement;;individuel;2.4;33.5;30290;30;832576.32;6335402.81;Laudun-l'Ardoise;768.9
2330E4284073H;12/12/2023;C;A;maison;;;2.5;54;30530;30;780225.73;6354760.57;La Vernar̬de;5147.6
2330E3554671J;18/10/2023;C;A;appartement;1982;individuel;2.5;23.2;30240;30;792789.74;6270301.15;Le Grau-du-Roi;1902.2
2330E2898295D;31/08/2023;C;C;immeuble;1948;individuel;2.5;;30300;30;831181.2;6302730.22;Beaucaire;64091
2330E2428096O;18/07/2023;C;C;maison;1988;;2.5;137;30700;30;812765.4375;6324650.5;Uz̬s;10121
2330E2273561X;05/07/2023;B;A;appartement;2006;individuel;2.5;38.7;30900;30;809466.23;6303485.6;N̨mes;362.6
2330E2361291D;12/07/2023;D;B;maison;1800;;2.7;166.7;30190;30;803548;6323673;Collorgues;12895.9
2330E2415962W;18/07/2023;C;A;appartement;;individuel;2.3;40.1;30100;30;785879.56;6338977.32;Al̬s;4149.7
2330E2450519Z;13/06/2023;D;C;appartement;1970;collectif;2.5;89;30900;30;806865;6304232.95;N̨mes;1519.5
2330E2897996Q;31/08/2023;C;C;appartement;1948;individuel;2.5;77;30300;30;831238.5;6302773.42;Beaucaire;64932.9
2330E2384781P;15/07/2023;D;D;maison;;;3.2;217.2;30700;30;813166.19;6324619.49;Uz̬s;30261
2330E2484997B;21/07/2023;E;D;maison;1968;;2.5;164.6;30300;30;828314.03;6301631.21;Beaucaire;32581.1
2330E4094934S;29/11/2023;F;F;maison;;;2.5;186.7;30900;30;806089.66;6304890.79;N̨mes;37146.5
2330E2325340K;10/07/2023;C;A;appartement;1970;individuel;3;97.4;30000;30;811696.61;6306320.94;N̨mes;7303.9
2330E3221502E;26/09/2023;C;B;appartement;1994;individuel;2.5;18.2;30000;30;809675.88;6303703.16;N̨mes;359.7
2330E3741701V;03/11/2023;C;B;appartement;;individuel;2.4;79.7;30250;30;787600.32;6298672.54;Sommi̬res;4742.5
2330E3629995L;26/10/2023;C;C;maison;1992;;2.5;86.5;30170;30;769592.95;6319027.22;Saint-Hippolyte-du-Fort;5717.5
2330E3162007X;22/09/2023;E;E;appartement;;individuel;3;48.5;30480;30;784371.96;6340083.24;Cendras;6893.2
2330E3626231R;26/10/2023;D;D;appartement;;individuel;2.6;39.2;30000;30;809558.7;6305318.45;N̨mes;5341.7
2330E3804241F;08/11/2023;C;A;appartement;1948;individuel;3;48.5;30140;30;778915.66;6328919.15;Anduze;1830.6
2330E2596075H;01/08/2023;G;C;maison;;;2.5;103.6;30120;30;748326.83;6321947.39;Le Vigan;35166.9
2330E3784491P;07/11/2023;C;C;appartement;;collectif;2.5;57.2;30200;30;829070.39;6341975.76;Bagnols-sur-C̬ze;2401.7
2330E2788189H;22/08/2023;C;C;appartement;;individuel;2.5;79.6;30133;30;840528.83;6319557.93;Les Angles;4142.6
2330E3743932Q;04/11/2023;A;A;appartement;2020;individuel;2.5;63.4;30400;30;843759.78;6320827.43;Villeneuve-l̬s-Avignon;45352.3
2330E2889750M;31/08/2023;C;A;immeuble;;individuel;2.6;;30900;30;805955.54;6303241.91;N̨mes;12060.4
2330E2592036Y;01/08/2023;C;A;maison;2000;;2.6;180.6;30700;30;816468.75;6324689.5;Saint-Siffret;10639.1
2330E2382102O;14/07/2023;C;C;appartement;;individuel;2.5;114.7;30100;30;786547.69;6337023.05;Al̬s;7844.5
2330E3215922O;26/09/2023;C;C;appartement;1980;individuel;2.5;36;30240;30;791429.46;6268967.75;Le Grau-du-Roi;3115.4
2330E3175689D;23/09/2023;E;E;appartement;;individuel;2.5;48.8;30900;30;809012.19;6304585.19;N̨mes;14136.2
2330E2901288G;01/09/2023;D;A;appartement;;individuel;2.6;38.3;30000;30;809220.72;6305880.99;N̨mes;2782.2
2330E4285027Z;12/12/2023;E;E;maison;;;3;168.4;30170;30;766082.46;6322230.43;Cros;27462.4
2330E2353533T;12/07/2023;D;B;appartement;2005;individuel;2.5;54.8;30340;30;789604.69;6339615.41;Saint-Privat-des-Vieux;3802.7
2330E3133435Z;18/09/2023;C;B;maison;2002;;2.5;127.1;30250;30;787436.34;6300033.71;Villevieille;8222.5
2330E3895019R;15/11/2023;A;A;maison;2017;;2.6;179.8;30000;30;808076.41;6309286.23;N̨mes;7282.5
2330E2980115B;07/09/2023;B;A;maison;1978;;2.5;195.4;30340;30;792094.47;6337075.68;Mons;19936.2
2330E3741028Y;03/11/2023;C;C;appartement;;individuel;2.5;69.3;30000;30;809677.66;6305305.5;N̨mes;3860.4
2330E2462049L;21/07/2023;C;C;appartement;1970;collectif;2.5;89;30000;30;808925.79;6306441.29;N̨mes;5984.4
2330E2450136G;13/06/2023;D;C;appartement;1970;collectif;2.5;89;30900;30;806865;6304232.95;N̨mes;1519.5
2330E2282534A;06/07/2023;E;B;appartement;1955;individuel;2.6;46;30160;30;787902.76;6355294.31;Bess̬ges;5627.3
2330E2647283V;20/07/2023;C;C;appartement;1972;individuel;2.5;25;30240;30;791333.68;6269804.73;Le Grau-du-Roi;1069.3
2330E3014997R;11/09/2023;C;A;appartement;1994;individuel;2.5;56.6;30000;30;809319.58;6305343.56;N̨mes;1189.3
2330E3326647F;04/10/2023;C;A;maison;;;2.6;130.3;30131;30;840761.93;6325462.44;Pujaut;13852.4
2330E4409166O;20/12/2023;D;D;appartement;1933;individuel;3;83;30100;30;787013.28;6336899.55;Al̬s;9665.1
2330E3713488S;01/11/2023;D;D;appartement;1949;individuel;2.7;60;30000;30;809167.61;6305999.44;N̨mes;7195
2330E2974499B;07/09/2023;C;C;appartement;1948;mixte (collectif-individuel);2.5;67;30200;30;829782.17;6341566.52;Bagnols-sur-C̬ze;217492.6
2330E3089721R;15/09/2023;C;A;maison;1930;;2.3;52.6;30260;30;780010.77;6313199.12;Quissac;6559.9
2330E2569033F;29/07/2023;C;C;appartement;;collectif;2.5;68;30200;30;829070.39;6341975.76;Bagnols-sur-C̬ze;393762.8
2330E2274520U;06/07/2023;C;A;maison;;;2.5;51.4;30120;30;747964.18;6321692.73;Le Vigan;5388.4
2330E2773729D;21/08/2023;C;C;immeuble;1974;individuel;2.5;;30200;30;828906.54;6342001.08;Bagnols-sur-C̬ze;166694
2330E2616832Q;02/08/2023;D;D;appartement;;individuel;2.5;37;30100;30;786180.89;6338565.85;Al̬s;4387.6
2330E2758313F;18/08/2023;C;A;appartement;1982;individuel;2.5;24.1;30240;30;791091.2;6268827.75;Le Grau-du-Roi;1771
2330E3027003L;12/09/2023;C;A;appartement;;individuel;2.5;33.4;30000;30;809990.82;6305733.36;N̨mes;1490.5
2330E4152706S;04/12/2023;E;B;immeuble;1949;individuel;2.6;;30000;30;810262.56;6305552.24;N̨mes;11929.3
2330E2403675H;17/07/2023;C;C;appartement;;individuel;2.5;86;30100;30;786067.79;6337112.05;Al̬s;5697.6
2330E4138272O;02/12/2023;B;A;maison;;;2.5;119.9;30530;30;780276.37;6354713.55;La Vernar̬de;7189.4
2330E2364744Y;12/07/2023;C;A;appartement;;individuel;2.5;75.2;30000;30;809516.32;6305270.71;N̨mes;2659.1
2330E2310283H;08/07/2023;D;B;maison;;;2.5;149.1;30630;30;816192.91;6343624.58;Goudargues;29275.5
2330E3960755Z;21/11/2023;B;A;appartement;2007;individuel;2.5;51.9;30000;30;809519.35;6304451.44;N̨mes;978.9
2330E2404600W;17/07/2023;E;B;maison;;;2.8;206.7;30124;30;762670.41;6334657.01;L'Estr̩chure;49554.2
2330E3832984S;10/11/2023;C;A;maison;1980;;2.5;130;30650;30;836881;6320063.01;Rochefort-du-Gard;9470.5
2330E3759795T;03/11/2023;D;D;maison;1981;;2.7;220.9;30210;30;825285.89;6315812.94;Sernhac;24745.6
2330E3945855X;20/11/2023;F;C;maison;;;2.6;31.2;30110;30;779417.91;6347165.47;Branoux-les-Taillades;8949.1
2330E4211225L;07/12/2023;B;A;maison;2000;;2.5;91;30700;30;820488.16;6325541.52;Flaux;4109.5
2330E4110270O;30/11/2023;C;C;appartement;1964;collectif;2.5;88;30900;30;809215.38;6304676.26;N̨mes;6207.3
2330E4356083X;27/11/2023;C;A;appartement;1949;individuel;2.5;30.9;30900;30;808463.08;6305004.34;N̨mes;1340.4
2330E3712492K;02/11/2023;B;B;immeuble;2017;individuel;2.5;;30400;30;843444.16;6321983.26;Villeneuve-l̬s-Avignon;31792.6
2330E2496174Y;25/07/2023;C;B;appartement;;individuel;2.5;65;30300;30;831256.08;6303472.91;Beaucaire;3597.5
2330E2801267H;24/08/2023;C;C;appartement;;individuel;2.5;82.6;30133;30;840557.67;6319629.26;Les Angles;4276.1
2330E3107493F;18/09/2023;E;D;maison;1962;;2.9;75.4;30100;30;787036.26;6338135.68;Al̬s;12463.7
2330E2415003Z;18/07/2023;C;B;appartement;2019;individuel;3.5;42.8;30000;30;809267.46;6305160.5;N̨mes;2179.3
2330E3036882K;13/09/2023;D;D;appartement;1970;individuel;2.5;76.2;30130;30;831077.52;6352193.36;Pont-Saint-Esprit;6740.1
2330E2770879N;21/08/2023;C;C;appartement;1977;mixte (collectif-individuel);2.5;71.5;30390;30;834721.87;6312393.41;Aramon;46100.8
2330E3271597X;29/09/2023;D;D;appartement;1964;individuel;2.5;63.6;30000;30;809322.39;6304469.94;N̨mes;8301.3
2330E3783860I;07/11/2023;C;C;appartement;;individuel;2.5;75.5;30900;30;809331.27;6303566.08;N̨mes;2154.2
2330E2786884C;22/08/2023;C;A;maison;;;2.5;70;30640;30;806532.98;6291893.38;Beauvoisin;3248.9
2330E3837054G;10/11/2023;C;A;appartement;;individuel;2.5;91;30300;30;831708.8;6302007.89;Beaucaire;5602.5
2330E3179001N;24/09/2023;C;A;appartement;1970;individuel;2.5;21.5;30240;30;792126.52;6271308.97;Le Grau-du-Roi;1080.1
2330E3363471N;06/10/2023;D;D;appartement;1949;individuel;2.6;53;30000;30;809121.25;6305275.57;N̨mes;7759.9
2330E3300036S;02/10/2023;C;B;appartement;1900;individuel;2.6;40;30000;30;809680.4;6305677.64;N̨mes;2510.4
2330E2985210A;07/09/2023;D;D;appartement;1948;mixte (collectif-individuel);2.5;64;30200;30;829782.17;6341566.52;Bagnols-sur-C̬ze;217492.6
2330E2862634O;29/08/2023;D;B;appartement;;individuel;2.6;19;30900;30;805955.54;6303241.91;N̨mes;24918.4
2330E4516680S;29/12/2023;E;E;maison;;;2.7;72.4;30340;30;792376.84;6342693.21;Salindres;13448.6
2330E3798937F;08/11/2023;C;A;appartement;;individuel;2.5;101.5;30200;30;833813.85;6347021.28;V̩n̩jan;4121.9
2330E3758147J;06/11/2023;D;B;maison;1974;;2.8;113;30000;30;808253.09;6307449.14;N̨mes;14423.8
2330E3666908E;29/10/2023;C;A;appartement;2000;individuel;2.5;84;30126;30;836108.56;6329915.02;Saint-Laurent-des-Arbres;7340.7
2330E4500021Z;27/12/2023;C;C;appartement;2007;individuel;2.5;51;30700;30;813627.125;6325593;Uz̬s;1293.8
2330E3113823R;19/09/2023;C;A;appartement;;individuel;2.5;38.4;30500;30;795823.84;6352215.54;Saint-Ambroix;1941.4
2330E4383723Z;19/12/2023;C;A;appartement;2016;individuel;2.5;59.3;30150;30;842787.75;6329664.62;Roquemaure;2628.2
2330E4127819N;01/12/2023;C;A;appartement;;individuel;3.2;59.8;30000;30;809245.32;6305820.85;N̨mes;3211.8
2330E3422856O;11/10/2023;D;B;appartement;1980;individuel;2.5;18.1;30240;30;791637.96;6268661.72;Le Grau-du-Roi;1413.7
2330E3550820G;20/10/2023;C;C;maison;1999;;2.5;86.8;30560;30;789826.05;6331877.97;Saint-Hilaire-de-Brethmas;5383.9
2330E3687887B;30/10/2023;C;A;appartement;;individuel;2.5;61.7;30130;30;831775.14;6352177.24;Pont-Saint-Esprit;3135.1
2330E3428822A;12/10/2023;C;A;appartement;1998;individuel;2.6;20.8;30000;30;811365.65;6305792.33;N̨mes;504.1
2330E2840318G;28/08/2023;D;B;appartement;;individuel;3.4;38.5;30820;30;801515.97;6303835.02;Caveirac;3624.8
2330E2465939B;21/07/2023;D;B;appartement;;individuel;2.5;66.2;30240;30;792089.77;6271557.87;Le Grau-du-Roi;11553.2
2330E2568974Y;29/07/2023;C;C;appartement;;collectif;2.5;81;30200;30;829070.39;6341975.76;Bagnols-sur-C̬ze;393762.8
2330E2991497V;07/09/2023;C;C;appartement;1948;mixte (collectif-individuel);2.5;76;30200;30;829854.63;6341419.43;Bagnols-sur-C̬ze;273922.1
2330E3241812I;28/09/2023;C;C;appartement;1970;individuel;2.5;51.8;30200;30;828748.37;6341394.44;Bagnols-sur-C̬ze;252474.5
2330E3550738C;20/10/2023;D;D;appartement;1988;individuel;2.5;43.1;30900;30;808746.63;6305137.89;N̨mes;4232.5
2330E4399893X;19/12/2023;C;A;appartement;2006;individuel;2.9;29.4;30600;30;802851.6;6288904.98;Vauvert;1184.8
2330E4047104C;27/11/2023;D;B;appartement;;individuel;2.5;204.8;30300;30;832400.3;6302412.51;Beaucaire;21367.2
2330E2496503P;25/07/2023;D;B;appartement;;individuel;2.8;48;30330;30;829166.62;6332801.79;Saint-Paul-les-Fonts;7011.1
2330E2738420C;16/08/2023;C;B;immeuble;1962;individuel;2.5;;30000;30;811661.22;6305859.09;N̨mes;65431.2
2330E4515838I;22/12/2023;D;B;appartement;1949;individuel;2.6;38.8;30140;30;778983.96;6328820.89;Anduze;2338.4
2330E3034100K;11/09/2023;B;A;appartement;1900;individuel;2.8;93;30250;30;787739.02;6298984.97;Sommi̬res;2188.7
2330E2858069Z;29/08/2023;C;C;appartement;1970;mixte (collectif-individuel);2.5;110;30200;30;829365.49;6340971.89;Bagnols-sur-C̬ze;480368
2330E3619752M;25/10/2023;B;A;maison;;;2.5;146;30580;30;799190.75;6341327.09;Navacelles;18844.8
2330E3241511T;28/09/2023;C;C;appartement;1970;individuel;2.5;89.6;30200;30;828748.37;6341394.44;Bagnols-sur-C̬ze;252474.5
2330E3724670U;02/11/2023;C;A;appartement;;individuel;2.5;33;30700;30;815548.18;6328170.97;Saint-Quentin-la-Poterie;22327.8
2330E4213259R;07/12/2023;C;A;maison;;;2.6;115.8;30410;30;792661.02;6352316.59;Meyrannes;8313.9
2330E3786520Q;08/11/2023;C;A;appartement;;individuel;2.5;12;30390;30;832138.72;6316120.9;Domazan;490.2
2330E4448809H;22/12/2023;A;A;maison;;;2.5;89.8;30900;30;805712.46;6303221.08;N̨mes;3256.3
2330E3159186K;22/09/2023;E;B;appartement;1972;individuel;2.5;47.4;30900;30;805910.3;6305423.37;N̨mes;5250.3
2330E2350548Y;12/07/2023;E;E;maison;;;2.7;154.6;30120;30;748112.01;6319401.96;Av̬ze;20915.5
2330E2288368K;06/07/2023;D;B;appartement;;individuel;2.5;24.4;30120;30;747038.86;6322523.05;Aulas;2519.5
2330E3425053B;12/10/2023;C;C;appartement;;individuel;2.5;75.9;30300;30;831166.47;6302788.49;Beaucaire;3730.9
2330E3616855B;25/10/2023;B;A;appartement;;individuel;2.5;64.2;30310;30;800007.2;6294221.54;Verg̬ze;1211.6
2330E2626541B;03/08/2023;F;F;maison;1970;;2.5;119.3;30133;30;841222.11;6319097.88;Les Angles;22344.5
2330E4445506G;03/11/2023;C;A;appartement;1949;individuel;2.5;20.9;30000;30;809258.22;6304996.52;N̨mes;337
2330E2689381Z;09/08/2023;C;C;appartement;1900;individuel;3;86.3;30600;30;802784.63;6288816.65;Vauvert;6234.8
2330E3115054A;19/09/2023;C;C;appartement;;individuel;2.5;41.2;30900;30;808519.49;6305159.24;N̨mes;7978.4
2330E4407622E;20/12/2023;B;A;maison;2010;;2.5;106.1;30340;30;789408.74;6340894.33;Saint-Privat-des-Vieux;5288.8
2330E3729103H;03/11/2023;A;A;appartement;2020;individuel;2.5;81.2;30400;30;843759.78;6320827.43;Villeneuve-l̬s-Avignon;28729.1
2330E2315713D;10/07/2023;C;A;appartement;;individuel;2.5;40.3;30540;30;805282.62;6299779.48;Milhaud;1067.6
2330E2936389H;05/09/2023;C;A;maison;;;2.5;196.7;30140;30;777157.1;6323809.79;Tornac;14688.1
2330E2694525V;10/08/2023;D;B;maison;;;2.5;111;30730;30;792494.27;6307035.94;Montpezat;15277.8
2330E4134730I;01/12/2023;C;A;maison;1949;;2.5;95;30220;30;796351.77;6275365.53;Aigues-Mortes;7163.6
2330E2569831X;29/07/2023;C;C;maison;2017;;2.5;71;30500;30;795604.42;6350678.01;Saint-Ambroix;2363.8
2330E2565234C;28/07/2023;C;A;appartement;;individuel;2.4;27.8;30240;30;791557.37;6269661.32;Le Grau-du-Roi;3821.6
2330E2898164C;31/08/2023;C;C;appartement;1948;individuel;2.5;77;30300;30;831289.17;6302732.12;Beaucaire;70491.5
2330E3223752S;26/09/2023;C;B;appartement;1994;individuel;2.5;18;30000;30;809675.88;6303703.16;N̨mes;356.9
2330E3404922U;10/10/2023;C;A;appartement;1982;individuel;2.5;58.5;30900;30;808617.41;6303868.91;N̨mes;2010.4
2330E2223076E;30/06/2023;D;B;maison;1800;;2.6;64;30200;30;829676.375;6341720;Bagnols-sur-C̬ze;8629.9
2330E3168739V;22/09/2023;D;B;appartement;1900;individuel;2.5;42.8;30300;30;832009.6;6302636.57;Beaucaire;6287.4
